Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-02-22,Google Search,Performance/ROAS,224.66,2522,45882,16,726.22,Millennials,top rated productivity app,1544,3.4
2024-07-04,TikTok,Performance/ROAS,413.98,2933,5634,8,252.65,Working Professionals,mobile finance solutions,13388,3.4
2024-11-11,Facebook,Performance/ROAS,368.81,1260,35558,7,676.33,Students,easy goal setting,12767,2.3
2024-09-04,Google Search,App Install,490.17,2332,35363,11,0.0,Gen Z,free habit tracker,19760,1.0
2024-10-06,Facebook,App Install,13.47,2851,46508,7,0.0,Gen Z,top rated productivity app,3035,4.0
2024-07-16,Instagram,Performance/ROAS,343.19,1096,21697,9,600.05,Millennials,top rated productivity app,3388,2.8
2024-10-31,Instagram,App Install,479.7,1880,28717,14,0.0,Working Professionals,best budget planning app,27255,4.0
2024-03-17,Google Search,Performance/ROAS,234.37,3782,2034,13,613.6,Millennials,secure investment tracker,37024,4.4
2024-07-20,Facebook,App Install,466.65,3670,35301,11,0.0,Working Professionals,best budget planning app,6694,2.0
2024-05-06,Facebook,App Install,331.78,2707,36757,11,0.0,Students,mobile finance solutions,46583,5.0
2024-04-02,TikTok,Re-engagement,363.47,3140,26326,7,49.15,Working Professionals,top rated productivity app,28279,4.8
2024-06-07,Facebook,Performance/ROAS,213.21,1550,20785,8,897.44,Gen Z,best budget planning app,4117,0.5
2024-05-23,Facebook,Performance/ROAS,173.85,4026,3006,10,277.69,Students,top rated productivity app,992,4.0
2024-07-09,Google Search,Performance/ROAS,82.39,4459,26993,14,214.96,Students,top rated productivity app,36716,3.3
2024-04-27,TikTok,Re-engagement,426.76,1932,44979,10,546.43,Gen Z,free habit tracker,39116,0.5
2024-07-05,Google Search,Re-engagement,451.64,3083,1054,12,787.53,Gen Z,secure investment tracker,39339,1.6
2024-09-19,Facebook,Performance/ROAS,216.43,2837,9734,3,85.11500000000001,Working Professionals,mobile finance solutions,23358,4.4
2024-07-11,Google Search,Re-engagement,341.45,4712,35673,11,439.84,Working Professionals,mobile finance solutions,42575,1.4
2024-09-20,Facebook,Performance/ROAS,450.21,2137,10513,13,317.52,Working Professionals,secure investment tracker,33960,4.3
2024-11-06,Instagram,Performance/ROAS,384.53,995,45277,9,608.64,Gen Z,top rated productivity app,26801,1.5
2024-08-13,TikTok,Performance/ROAS,93.96,1933,12509,17,3.75,Gen Z,easy goal setting,7578,2.9
2024-10-19,Google Search,App Install,84.19,4148,43062,12,0.0,Students,secure investment tracker,28115,2.9
2024-11-17,Google Search,Performance/ROAS,214.85,2185,36386,13,97.23,Millennials,free habit tracker,7514,3.0
2024-07-27,Google Search,App Install,146.28,1968,28657,11,0.0,Students,top rated productivity app,8569,4.6
2024-07-26,Google Search,Performance/ROAS,423.37,708,49915,10,329.52,Gen Z,top rated productivity app,4744,2.7
2024-11-18,Google Search,Performance/ROAS,26.32,1352,8719,2,8.196,Students,mobile finance solutions,4114,1.9
2024-10-13,Facebook,Performance/ROAS,151.79,913,45136,8,340.0,Gen Z,best budget planning app,9545,2.3
2024-02-19,Facebook,Re-engagement,94.3,3719,14657,13,372.37,Working Professionals,easy goal setting,34725,2.6
2024-01-04,Google Search,Performance/ROAS,355.55,487,43071,9,356.16,Gen Z,top rated productivity app,27418,3.3
2024-04-12,Instagram,Re-engagement,183.46,3047,33121,9,631.41,Students,top rated productivity app,13565,1.2
2024-05-03,Instagram,Performance/ROAS,400.06,2815,20800,12,261.38,Gen Z,best budget planning app,37276,1.9
2024-04-19,Google Search,Performance/ROAS,325.53,2217,8629,14,785.95,Gen Z,top rated productivity app,5498,4.6
2024-09-16,Instagram,Performance/ROAS,425.93,710,7215,14,844.5,Millennials,secure investment tracker,25816,3.6
2024-08-27,Google Search,Re-engagement,315.32,1341,16607,7,646.65,Gen Z,top rated productivity app,22974,3.7
2024-08-28,Facebook,App Install,338.73,4093,29465,9,0.0,Students,top rated productivity app,35542,1.6
2024-02-02,Instagram,Performance/ROAS,53.49,2953,34973,7,630.71,Millennials,easy goal setting,25345,3.9
2024-03-14,Instagram,Performance/ROAS,153.11,3119,49523,14,684.07,Students,secure investment tracker,10692,1.3
2024-10-05,Google Search,App Install,384.57,629,32077,13,0.0,Gen Z,free habit tracker,36233,1.8
2024-09-28,Facebook,App Install,16.89,1962,45115,3,0.0,Students,easy goal setting,34657,4.2
2024-10-28,Google Search,Re-engagement,273.84,4703,15677,5,440.47,Gen Z,mobile finance solutions,19591,1.9
2024-01-24,TikTok,Performance/ROAS,427.74,2474,31783,5,895.71,Millennials,best budget planning app,35814,0.9
2024-10-27,Google Search,App Install,369.26,3913,48440,11,0.0,Gen Z,free habit tracker,31645,2.5
2024-08-03,Facebook,Re-engagement,469.55,3197,20176,8,826.49,Gen Z,mobile finance solutions,28456,1.8
2024-02-23,TikTok,Re-engagement,209.17,1964,26779,14,60.4,Students,mobile finance solutions,30497,2.5
2024-08-18,Facebook,Performance/ROAS,123.88,932,42925,9,300.43,Students,mobile finance solutions,37613,2.5
2024-05-15,Facebook,Re-engagement,488.73,2464,19073,17,430.65,Students,free habit tracker,26702,4.1
2024-03-22,Instagram,Performance/ROAS,202.32,1089,41614,11,889.16,Millennials,free habit tracker,28330,1.9
2024-01-02,Facebook,App Install,24.57,1886,17190,10,0.0,Gen Z,easy goal setting,19741,4.8
2024-08-23,Instagram,Performance/ROAS,417.88,3973,28094,9,502.12,Millennials,top rated productivity app,2080,2.4
2024-12-02,Google Search,App Install,219.71,3526,11173,14,0.0,Gen Z,top rated productivity app,22753,1.6
2024-01-06,Google Search,Performance/ROAS,49.01,4894,35350,10,569.69,Working Professionals,best budget planning app,31899,1.1
2024-12-06,Google Search,Brand Awareness,264.71,3115,15330,7,519.1,Working Professionals,easy goal setting,31162,1.6
2024-05-18,Facebook,Brand Awareness,181.46,2649,16124,5,553.6,Gen Z,best budget planning app,14413,1.6
2024-02-16,Facebook,Performance/ROAS,69.07,867,46265,9,102.15,Millennials,mobile finance solutions,5310,2.0
2024-12-23,Facebook,App Install,300.1,4623,18518,7,0.0,Students,top rated productivity app,1615,3.0
2024-11-27,Facebook,Performance/ROAS,164.6,4661,7869,5,272.01,Students,mobile finance solutions,40225,4.0
2024-11-04,Facebook,Performance/ROAS,80.31,219,14901,7,873.07,Working Professionals,top rated productivity app,48045,0.6
2024-08-27,Instagram,Performance/ROAS,112.03,4412,22691,9,444.65,Gen Z,easy goal setting,39710,3.8
2024-10-31,Google Search,Performance/ROAS,289.64,3265,4687,11,152.91,Gen Z,free habit tracker,18384,1.1
2024-02-11,TikTok,Performance/ROAS,351.81,3175,28463,8,653.14,Working Professionals,easy goal setting,25076,3.6
2024-06-12,Instagram,Brand Awareness,111.09,183,26613,11,94.62,Working Professionals,easy goal setting,12304,5.0
2024-04-13,Facebook,App Install,367.73,493,11631,9,0.0,Millennials,easy goal setting,28922,4.0
2024-03-13,Facebook,Re-engagement,360.8,4584,36323,10,845.68,Working Professionals,best budget planning app,30476,2.9
2024-05-08,Facebook,Re-engagement,442.11,2627,29122,12,613.51,Gen Z,easy goal setting,7445,4.0
2024-08-17,Facebook,App Install,387.54,4092,25196,8,0.0,Students,best budget planning app,38308,1.3
2024-10-14,TikTok,Performance/ROAS,414.16,1879,36875,18,948.46,Working Professionals,secure investment tracker,22647,4.3
2024-04-27,Instagram,Performance/ROAS,66.18,4435,43874,8,247.1,Gen Z,best budget planning app,13151,0.5
2024-12-12,Facebook,Performance/ROAS,147.91,3077,21234,15,875.69,Gen Z,top rated productivity app,36419,1.4
2024-08-07,Facebook,Performance/ROAS,84.74,1150,16260,8,621.12,Millennials,best budget planning app,29954,2.8
2024-07-19,Google Search,Re-engagement,182.38,4126,43051,8,76.58,Millennials,free habit tracker,49426,1.1
2024-08-25,Google Search,Performance/ROAS,442.19,606,11775,10,663.26,Millennials,best budget planning app,14470,0.9
2024-12-06,Google Search,Performance/ROAS,142.91,3212,15477,11,371.15,Gen Z,easy goal setting,34282,2.0
2024-08-20,Facebook,Performance/ROAS,31.17,2445,29861,7,456.35,Millennials,easy goal setting,10026,3.9
2024-09-06,Instagram,Re-engagement,443.39,3222,21498,12,487.58,Gen Z,easy goal setting,41597,2.5
2024-04-13,Google Search,Brand Awareness,48.86,484,42688,10,516.99,Gen Z,mobile finance solutions,48721,3.4
2024-08-06,Facebook,Brand Awareness,464.88,1595,26280,8,656.12,Students,secure investment tracker,19265,4.6
2024-03-05,Facebook,Brand Awareness,120.56,2138,12807,11,694.4,Gen Z,easy goal setting,23789,4.3
2024-04-25,Facebook,Performance/ROAS,420.35,2855,33587,3,89.018,Gen Z,easy goal setting,30856,2.9
2024-02-09,Google Search,Performance/ROAS,491.99,1401,20346,6,875.92,Millennials,top rated productivity app,22178,1.3
2024-06-24,Google Search,App Install,18.97,701,36131,7,0.0,Millennials,mobile finance solutions,38655,3.7
2024-11-11,Facebook,Brand Awareness,5.3,4998,27307,8,146.77,Gen Z,top rated productivity app,47107,3.4
2024-12-13,Instagram,Brand Awareness,96.91,4441,42041,10,805.4,Students,free habit tracker,36717,3.7
2024-01-28,Google Search,Performance/ROAS,465.39,3355,27065,9,207.0,Millennials,mobile finance solutions,10132,0.6
2024-10-16,Google Search,Brand Awareness,254.59,1931,34187,6,97.48,Working Professionals,best budget planning app,6794,4.5
2024-03-09,Facebook,App Install,450.07,4764,38504,10,0.0,Millennials,easy goal setting,27507,2.7
2024-09-29,Facebook,App Install,236.27,121,32695,10,0.0,Gen Z,best budget planning app,31162,4.0
2024-03-21,Facebook,Re-engagement,326.33,1680,15409,6,130.42,Millennials,best budget planning app,25968,3.5
2024-03-08,Facebook,Re-engagement,326.23,602,46721,7,888.46,Students,mobile finance solutions,13508,4.4
2024-07-26,TikTok,Re-engagement,122.69,4760,24783,12,420.97,Gen Z,mobile finance solutions,4251,4.6
2024-02-26,Facebook,Re-engagement,300.11,4478,27677,11,954.22,Students,best budget planning app,12978,4.2
2024-06-01,Facebook,App Install,445.68,1652,24700,17,0.0,Students,best budget planning app,6672,4.7
2024-01-03,Google Search,Re-engagement,394.17,1948,11502,6,144.9,Millennials,easy goal setting,27004,3.7
2024-06-13,Google Search,Performance/ROAS,54.83,4860,34407,14,394.44,Students,mobile finance solutions,5504,4.2
2024-02-07,Google Search,Performance/ROAS,461.53,4973,16989,16,823.83,Working Professionals,secure investment tracker,10170,2.3
2024-11-28,Google Search,Performance/ROAS,69.85,3735,2639,11,808.75,Millennials,easy goal setting,30378,2.1
2024-11-10,Google Search,App Install,279.47,450,29149,2,0.0,Gen Z,mobile finance solutions,40347,2.6
2024-03-14,Facebook,App Install,123.54,4047,4915,10,0.0,Gen Z,best budget planning app,8810,4.1
2024-06-18,Facebook,App Install,467.36,4693,18465,7,0.0,Students,free habit tracker,23222,3.0
2024-01-23,Google Search,Re-engagement,92.91,3787,32734,12,423.67,Students,easy goal setting,34402,4.9
2024-11-07,Google Search,Re-engagement,67.54,1103,10161,14,421.84,Gen Z,mobile finance solutions,49294,1.3
2024-07-27,Google Search,Brand Awareness,45.17,1423,28603,9,910.55,Students,top rated productivity app,20111,1.3
2024-02-29,Facebook,Performance/ROAS,436.56,3551,47242,8,154.59,Millennials,mobile finance solutions,16573,2.3
2024-05-21,Facebook,Performance/ROAS,255.65,590,41945,4,28.633,Students,top rated productivity app,5302,4.5
2024-09-17,Instagram,Re-engagement,415.09,1598,4558,10,951.94,Working Professionals,easy goal setting,43084,4.0
2024-06-12,Google Search,Re-engagement,39.6,1978,13394,6,900.56,Students,free habit tracker,17472,1.1
2024-12-28,TikTok,App Install,330.66,4605,12486,9,0.0,Working Professionals,free habit tracker,32640,1.6
2024-08-23,Facebook,Brand Awareness,480.71,4379,6295,5,816.08,Working Professionals,best budget planning app,38720,3.7
2024-07-22,Facebook,App Install,111.91,4249,18596,5,0.0,Students,best budget planning app,8610,4.1
2024-07-24,Facebook,App Install,275.18,2962,32609,11,0.0,Students,best budget planning app,27392,3.3
2024-05-04,Facebook,Re-engagement,66.21,3326,14997,12,549.57,Working Professionals,free habit tracker,46835,4.4
2024-04-26,Instagram,Performance/ROAS,308.03,687,35432,10,113.13,Working Professionals,best budget planning app,37650,2.8
2024-02-17,Google Search,Performance/ROAS,471.47,3643,3921,15,403.04,Working Professionals,best budget planning app,4322,2.7
2024-11-20,Instagram,Performance/ROAS,159.19,2861,23963,11,988.71,Students,mobile finance solutions,24383,3.0
2024-12-11,Facebook,Performance/ROAS,191.38,2493,35560,7,39.82,Working Professionals,best budget planning app,34926,2.5
2024-10-03,Google Search,Re-engagement,179.52,2365,30450,11,577.04,Millennials,best budget planning app,18504,4.5
2024-09-28,Facebook,Performance/ROAS,17.09,3504,15918,8,636.84,Millennials,free habit tracker,45860,1.6
2024-06-16,Instagram,Re-engagement,370.58,1262,31232,7,977.79,Gen Z,free habit tracker,5989,1.1
2024-09-19,Facebook,App Install,299.16,4573,23805,10,0.0,Working Professionals,mobile finance solutions,41819,4.3
2024-01-22,Facebook,App Install,155.81,908,46438,8,0.0,Millennials,free habit tracker,19693,1.3
2024-05-11,Facebook,Performance/ROAS,224.32,2511,19863,7,562.94,Students,top rated productivity app,49615,3.6
2024-05-07,Facebook,Performance/ROAS,117.42,4159,11353,11,354.41,Millennials,top rated productivity app,49501,2.2
2024-08-09,Google Search,Performance/ROAS,353.72,1601,44051,10,856.66,Gen Z,easy goal setting,13088,2.8
2024-05-29,Facebook,App Install,369.3,2783,10848,11,0.0,Gen Z,top rated productivity app,4333,1.5
2024-02-21,Facebook,Re-engagement,128.87,1593,48179,9,859.02,Millennials,mobile finance solutions,19473,3.8
2024-01-27,Facebook,Performance/ROAS,170.06,1434,43867,11,270.87,Millennials,top rated productivity app,46314,4.2
2024-08-02,Instagram,Performance/ROAS,93.48,1911,27477,5,756.55,Working Professionals,free habit tracker,3419,4.9
2024-11-16,Google Search,Performance/ROAS,354.42,4258,34095,9,955.92,Millennials,mobile finance solutions,35312,4.7
2024-07-21,Instagram,App Install,22.81,3414,44295,14,0.0,Gen Z,easy goal setting,18670,1.2
2024-06-09,Instagram,Performance/ROAS,425.3,4747,35190,13,244.65,Students,secure investment tracker,12561,2.6
2024-10-12,Google Search,Performance/ROAS,223.39,3190,19682,9,66.42,Students,free habit tracker,35265,0.9
2024-04-01,Facebook,Performance/ROAS,111.92,4413,14836,8,585.34,Millennials,easy goal setting,23846,4.3
2024-06-23,Instagram,App Install,348.93,2328,8886,12,0.0,Students,best budget planning app,39144,2.8
2024-09-28,Google Search,Performance/ROAS,258.04,4167,37550,19,127.25,Millennials,secure investment tracker,33017,2.8
2024-09-01,TikTok,App Install,299.18,2377,40346,10,0.0,Working Professionals,easy goal setting,41014,0.8
2024-09-20,Google Search,Performance/ROAS,441.36,807,15044,9,786.3,Students,mobile finance solutions,43850,2.8
2024-12-21,Google Search,App Install,441.37,2438,36496,6,0.0,Students,free habit tracker,30698,0.7
2024-02-20,Facebook,Performance/ROAS,278.09,2651,46563,9,436.95,Millennials,easy goal setting,16363,5.0
2024-08-27,Google Search,Performance/ROAS,268.45,3024,22452,13,891.13,Gen Z,secure investment tracker,38877,3.6
2024-02-02,Facebook,Re-engagement,365.14,2835,18314,10,330.94,Students,easy goal setting,37233,4.4
2024-08-01,TikTok,Performance/ROAS,20.04,1641,23146,14,259.9,Gen Z,top rated productivity app,13485,4.1
2024-04-21,Google Search,Performance/ROAS,469.26,4141,49432,9,29.25,Millennials,top rated productivity app,27908,4.8
2024-06-25,Facebook,Performance/ROAS,433.39,1557,13214,6,691.14,Millennials,top rated productivity app,2474,0.9
2024-12-21,Google Search,Performance/ROAS,36.67,3642,44612,11,783.73,Working Professionals,best budget planning app,12596,1.8
2024-07-21,TikTok,Re-engagement,209.63,3406,19309,9,568.55,Gen Z,secure investment tracker,16590,3.2
2024-09-06,Google Search,Performance/ROAS,430.38,2404,29041,17,705.31,Students,best budget planning app,43143,1.6
2024-09-05,Facebook,App Install,338.22,686,46127,10,0.0,Millennials,secure investment tracker,40589,4.5
2024-01-22,Facebook,Performance/ROAS,354.23,673,33345,7,618.17,Working Professionals,secure investment tracker,25704,3.9
2024-10-26,TikTok,Performance/ROAS,95.36,4765,30433,10,111.15,Gen Z,easy goal setting,31926,4.4
2024-11-11,Google Search,Re-engagement,343.98,3023,49237,9,358.4,Working Professionals,mobile finance solutions,30196,2.0
2024-08-05,Facebook,Re-engagement,27.31,3596,37611,13,642.71,Working Professionals,mobile finance solutions,27668,0.7
2024-08-24,Google Search,Re-engagement,354.87,2048,41860,10,215.12,Students,top rated productivity app,33097,2.5
2024-01-10,Instagram,Performance/ROAS,465.13,4338,5562,6,825.82,Gen Z,free habit tracker,40200,1.8
2024-10-27,Facebook,Performance/ROAS,61.43,2024,44153,11,936.88,Students,top rated productivity app,7442,2.4
2024-06-12,Google Search,App Install,453.05,2170,25646,9,0.0,Millennials,best budget planning app,38503,2.6
2024-06-04,Google Search,Performance/ROAS,420.37,4051,32062,5,100.57,Gen Z,mobile finance solutions,4274,3.2
2024-12-02,Google Search,App Install,202.88,3288,4794,13,0.0,Gen Z,free habit tracker,38145,4.9
2024-04-05,Google Search,App Install,184.85,1469,49301,13,0.0,Students,top rated productivity app,43337,2.9
2024-12-28,Facebook,Performance/ROAS,209.89,4436,45293,10,372.6,Gen Z,free habit tracker,40714,4.8
2024-12-23,Instagram,Performance/ROAS,91.48,831,5250,7,6.14,Millennials,mobile finance solutions,33778,4.0
2024-11-23,Google Search,Performance/ROAS,96.57,839,20712,9,991.84,Gen Z,top rated productivity app,28526,2.6
2024-07-05,Facebook,Re-engagement,245.65,4172,1289,12,410.12,Millennials,free habit tracker,45097,1.3
2024-03-28,TikTok,Re-engagement,257.09,1548,21645,9,711.05,Working Professionals,free habit tracker,2457,2.1
2024-07-29,Facebook,Re-engagement,420.66,685,9930,12,712.7,Working Professionals,mobile finance solutions,27586,2.3
2024-08-29,Facebook,Performance/ROAS,353.75,872,27480,15,398.36,Gen Z,top rated productivity app,10476,1.9
